31.173466,53.618412,168.17114
31.273079,53.65354,160.61487
31.106678,53.746212,151.78038
31.058361,53.697514,150.15428
31.05107,53.756695,149.07832
31.66555,53.57179,148.36093
31.3475,53.697514,149.1681
31.714415,53.6862,145.79945
31.2537,53.67834,148.81854
31.058361,53.58666,151.48792
31.303888,53.687416,150.03566
31.005276,53.533897,146.66035
31.10957,53.703163,147.82983
31.332827,53.694584,145.19685
31.468908,53.539753,148.32849
31.033562,53.507957,149.69727
31.39775,53.47385,146.89795
31.2537,53.8058,150.46393
31.2537,53.476685,147.58073
30.95727,53.74983,149.51587
31.03892,53.788036,148.32271
31.521503,53.483994,148.11911
31.717022,53.643677,146.8346
30.86398,53.68074,149.26665
32.061104,53.403675,145.44624
31.10957,53.685406,148.73259
30.990602,53.341682,148.76192
31.2537,53.71048,149.06078
31.005587,53.697514,146.28726
31.103844,53.515125,149.9486
30.843948,53.646683,148.81613
31.131779,53.693367,147.68782
31.690914,53.73386,147.85011
31.2537,53.545128,148.29352
31.471432,53.826427,151.44688
31.058361,53.564575,150.8328
31.2537,53.629642,147.87996
31.56982,53.595814,147.39772
30.957186,53.58399,149.74088
31.471432,53.66711,149.46077
31.39775,53.59703,149.84674
31.086647,53.627033,152.0962
31.2537,53.48813,146.73042
31.420591,53.719078,148.11455
31.765339,53.97729,146.64494
31.002752,53.66309,147.51244
30.906939,53.803238,147.40614
31.471432,53.697514,147.80643
31.005276,53.613,149.33565
31.516914,53.67479,149.59157
31.055838,53.74983,150.36526
31.32616,53.61766,147.46585
30.959793,53.483994,148.58368
31.646288,53.647663,149.35095
31.3475,53.483994,147.05234
30.940271,53.64792,146.62082
31.20337,53.56436,142.75832
30.95727,53.66711,149.92957
31.302017,53.697514,149.32973
31.383078,53.515125,148.3343
31.03892,53.613,149.91599
31.832441,53.434162,150.25911
31.28451,53.632446,148.928
31.767206,53.556538,145.15605
31.28451,53.55525,150.96417
31.27339,53.468826,148.25273
30.815662,53.418163,150.42877
30.909462,53.5772,145.77763
31.982298,53.512054,146.82413
30.894789,54.019123,148.59668
31.98482,53.732086,150.5186
31.56982,53.56134,147.23393
31.471432,53.944084,148.56561
31.225073,53.581097,151.2927
31.332827,53.813015,148.3703
30.95727,53.679455,150.5055
31.423115,53.629642,146.81033
31.107046,53.693367,149.03976
31.299494,53.533897,147.4429
31.39993,53.503895,149.73553
31.00811,53.697514,149.7507
31.41996,53.693367,146.19939
31.767206,53.620823,145.01729
31.32616,53.604614,148.44437
31.28451,53.732178,151.97577
31.005587,53.680023,147.27141
31.423115,53.5729,147.42247
31.358107,53.862774,150.0734
31.140379,53.613,145.16559
31.45077,53.404892,148.07404
31.42303,53.634094,145.18289
30.990602,53.595814,147.46313
30.959793,53.697514,148.00627
31.28451,53.43061,149.47025
31.377369,53.46681,146.95125
31.466074,53.74266,149.14755
30.959793,53.697514,150.92761
31.717022,53.82377,150.85457
30.98808,53.783764,147.3217
31.036085,53.711548,149.66133
31.251177,53.620823,147.43881
30.959793,53.70438,146.55008
31.227596,53.5941,146.6378
31.053593,53.543373,150.0612
30.959793,53.755215,148.43953
31.521503,53.618412,145.58878
30.959793,53.696297,145.93031
31.39775,53.50344,148.6712
31.600805,53.732178,149.3489
31.717022,53.97729,149.36116
31.2537,53.541786,145.9562
31.717022,53.70862,149.65451
30.815662,53.732178,151.56477
30.959793,53.51149,147.20604
31.03892,53.70438,149.08328
31.307266,53.473984,147.27939
31.058361,53.697514,146.84973
31.717022,53.855698,150.63068
31.2537,53.690346,147.44891
31.56982,53.586212,146.75342
31.323637,53.74266,149.91034
31.27339,53.575684,147.89473
31.18203,53.476826,144.90039
31.982298,53.690346,150.39215
31.327469,53.575375,149.13397
31.27898,53.79136,148.09097
31.762815,53.696297,144.76112
30.959793,53.618412,149.20853
31.005276,53.556538,145.08356
30.914227,53.498028,146.51938
30.959793,53.626713,148.07088
31.036085,53.56134,148.88077
31.134964,53.862865,150.66943
30.86398,53.481064,147.69106
30.959793,53.632446,149.42421
31.349745,53.746212,147.8485
30.959793,53.697514,147.30194
31.861069,53.611244,149.52962
30.95727,53.470688,150.13043
31.176115,53.646355,169.88228
31.275728,53.681484,161.96735
31.109327,53.44821,157.07025
31.06101,53.725456,150.6451
31.053719,53.756695,154.3682
31.6682,53.57179,153.6508
31.35015,53.725456,150.02202
31.717064,53.71414,148.53044
31.25635,53.706284,151.54953
31.058361,53.6146,147.91362
31.306538,53.71536,150.86006
31.007925,53.56184,147.48476
31.112219,53.703163,153.1197
31.332827,53.694584,152.05972
31.471558,53.567696,149.34738
31.036211,53.5359,150.52167
31.39775,53.501793,148.81203
31.25635,53.833744,151.28833
31.2537,53.476685,154.4436
30.959919,53.77777,150.86835
31.041569,53.81598,149.14711
31.521503,53.511936,150.0627
31.719671,53.67162,149.232
30.866629,53.708683,150.61913
32.063755,53.431618,146.27065
31.112219,53.71335,149.92009
30.990602,53.369625,150.676
31.25635,53.71048,154.01706
31.005587,53.725456,149.01825
31.103844,53.515125,155.99455
30.846598,53.674625,150.16861
31.131779,53.693367,152.97769
31.693563,53.572273,152.8064
31.25635,53.57307,151.3876
31.471432,53.85437,152.27129
31.06101,53.592518,151.32361
31.25635,53.657585,149.06746
31.57247,53.623756,150.65678
30.957186,53.58399,156.12042
31.471432,53.695053,150.64827
31.4004,53.624973,150.67114
31.089296,53.654976,152.58702
31.25635,53.51607,147.91792
31.42324,53.719078,154.97742
31.765339,54.005234,149.57042
